,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
8700,51381,Finance,region_2,Bachelor's,m,other,1,37,3.0,6,0,,0
41707,37839,Sales & Marketing,region_16,Bachelor's,m,other,1,32,3.0,5,0,50.0,0
10392,58795,Operations,region_2,Bachelor's,f,other,1,28,,1,0,60.0,0
41737,74016,Procurement,region_2,Master's & above,m,sourcing,1,46,5.0,17,0,69.0,0
10835,72411,Procurement,region_2,Master's & above,m,sourcing,1,50,5.0,19,0,69.0,0
10276,54330,Sales & Marketing,region_7,Master's & above,m,other,2,44,3.0,16,0,49.0,0
22540,32710,Operations,region_23,Master's & above,m,other,1,40,4.0,3,0,,0
17827,59709,Finance,region_28,Bachelor's,f,other,1,28,4.0,3,0,55.0,0
21359,19524,Legal,region_2,Below Secondary,f,sourcing,1,26,5.0,2,0,57.0,0
41398,45432,Procurement,region_8,Master's & above,f,other,1,36,4.0,9,0,66.0,0
9558,71673,Sales & Marketing,region_7,Master's & above,f,sourcing,2,32,1.0,2,1,46.0,0
42173,77237,Operations,region_32,Bachelor's,f,sourcing,1,36,3.0,7,0,,0
4406,23257,Sales & Marketing,region_1,Master's & above,f,sourcing,1,33,5.0,5,0,60.0,1
36258,70570,Sales & Marketing,region_1,,m,sourcing,1,26,2.0,2,0,50.0,0
29569,26702,Analytics,region_26,Bachelor's,m,other,1,42,3.0,7,0,81.0,1
2416,74452,Analytics,region_23,Bachelor's,m,other,1,30,4.0,5,0,82.0,0
36008,23951,Technology,region_28,Bachelor's,m,sourcing,5,30,5.0,4,0,79.0,0
27001,52147,Procurement,region_2,Master's & above,m,sourcing,1,48,3.0,8,0,71.0,0
17876,58932,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,33,4.0,6,0,48.0,0
3749,35354,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,50,5.0,16,0,52.0,0
15187,26796,Operations,region_2,Bachelor's,m,other,1,36,3.0,7,0,52.0,0
49321,33779,Technology,region_2,Bachelor's,m,sourcing,1,36,3.0,7,0,83.0,0
45469,71156,Analytics,region_22,Bachelor's,m,sourcing,1,29,5.0,2,0,83.0,0
27971,63063,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,32,3.0,10,0,47.0,0
14359,34444,Legal,region_15,Bachelor's,m,other,1,32,2.0,7,0,62.0,0
40911,35762,Finance,region_7,Master's & above,m,other,1,35,5.0,7,0,,0
31945,71694,Finance,region_15,Master's & above,m,other,1,33,5.0,4,0,60.0,0
37276,56584,Sales & Marketing,region_29,Bachelor's,m,other,1,29,1.0,8,0,47.0,0
31522,28005,Operations,region_16,Bachelor's,f,sourcing,1,30,5.0,7,0,57.0,0
6352,54229,Legal,region_7,Bachelor's,m,sourcing,1,29,2.0,2,1,63.0,0
3678,35509,Legal,region_7,Master's & above,m,other,1,56,3.0,16,0,62.0,0
52234,55363,Operations,region_22,Bachelor's,f,sourcing,1,32,5.0,7,0,65.0,0
10110,45126,Technology,region_22,Master's & above,f,sourcing,1,44,5.0,16,0,78.0,0
6629,73804,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,5.0,8,0,48.0,0
12770,30806,Finance,region_2,Bachelor's,m,referred,1,29,4.0,5,0,58.0,0
45580,63141,Finance,region_7,Master's & above,m,sourcing,1,41,3.0,15,0,60.0,0
4466,39492,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,24,,1,0,52.0,0
40062,20178,Sales & Marketing,region_1,Master's & above,m,other,2,35,3.0,5,0,46.0,1
46862,73558,Sales & Marketing,region_13,Bachelor's,f,other,1,57,1.0,15,0,48.0,0
2024,15531,Operations,region_13,Bachelor's,f,sourcing,1,35,3.0,9,0,59.0,0
52014,42171,Analytics,region_26,Bachelor's,m,sourcing,1,32,5.0,4,0,84.0,1
4759,397,Procurement,region_2,Master's & above,f,other,1,36,4.0,8,0,74.0,0
9222,20016,Procurement,region_22,Bachelor's,m,sourcing,2,25,,1,0,69.0,0
52211,18946,Operations,region_2,Bachelor's,m,sourcing,1,36,4.0,8,0,,0
11506,8999,Sales & Marketing,region_2,Bachelor's,f,other,1,52,5.0,18,0,49.0,0
53871,63587,Technology,region_26,Bachelor's,m,sourcing,1,28,3.0,3,0,81.0,0
6626,72054,Procurement,region_22,Master's & above,m,other,1,47,5.0,17,0,71.0,0
23543,43809,Operations,region_13,Bachelor's,m,sourcing,1,32,3.0,4,0,62.0,0
20396,1909,Technology,region_27,Bachelor's,f,sourcing,1,25,1.0,3,0,79.0,0
33156,72635,Operations,region_15,Bachelor's,m,other,1,31,3.0,3,0,58.0,0
20604,57895,Technology,region_22,Bachelor's,m,sourcing,2,29,3.0,4,0,82.0,0
36512,76109,Technology,region_5,Bachelor's,m,other,1,41,1.0,5,0,80.0,0
10900,53141,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,31,3.0,5,0,52.0,0
43020,30695,Procurement,region_2,Master's & above,m,sourcing,1,42,3.0,3,0,65.0,0
1332,18720,Technology,region_7,Bachelor's,f,sourcing,2,36,4.0,9,0,86.0,0
30624,50422,Sales & Marketing,region_2,,m,sourcing,1,60,3.0,12,1,95.0,1
45312,65601,Operations,region_10,Master's & above,f,sourcing,1,31,4.0,4,0,60.0,0
20608,57258,Procurement,region_2,Bachelor's,f,other,2,41,3.0,4,0,70.0,0
7207,72897,Analytics,region_23,Bachelor's,m,sourcing,1,26,5.0,3,0,85.0,0
17051,74883,Sales & Marketing,region_11,Bachelor's,m,other,1,23,3.0,2,0,49.0,0
9416,71066,Procurement,region_13,Bachelor's,m,sourcing,1,29,3.0,6,0,64.0,0
54561,17909,Operations,region_22,Bachelor's,f,other,1,29,3.0,5,0,56.0,0
30635,49475,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,28,3.0,7,0,46.0,0
44349,21400,Operations,region_7,Below Secondary,m,other,1,26,2.0,4,0,56.0,0
29792,38311,Procurement,region_7,Bachelor's,m,other,3,33,3.0,5,0,72.0,0
47048,34434,Operations,region_26,Master's & above,m,sourcing,1,49,5.0,18,0,58.0,0
48302,61493,Sales & Marketing,region_6,Bachelor's,f,other,1,28,5.0,3,0,47.0,0
41943,27691,Operations,region_2,Bachelor's,m,other,1,33,5.0,5,0,73.0,1
45097,2963,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,5.0,5,0,50.0,0
25582,43492,Sales & Marketing,region_17,Bachelor's,m,other,1,29,5.0,2,0,50.0,0
12481,72008,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,38,5.0,9,0,49.0,0
32055,527,Analytics,region_2,Master's & above,m,other,2,47,3.0,15,0,84.0,0
24848,66768,Procurement,region_13,Master's & above,f,sourcing,1,30,3.0,5,0,74.0,0
35298,51626,Sales & Marketing,region_16,,m,other,1,25,2.0,3,0,52.0,0
30818,66488,HR,region_7,Bachelor's,f,other,1,33,1.0,7,0,48.0,0
45943,43685,Technology,region_26,Bachelor's,m,other,1,32,5.0,6,0,85.0,1
20796,70920,Analytics,region_22,Bachelor's,m,referred,2,28,5.0,2,0,82.0,1
48459,27972,Sales & Marketing,region_22,,f,other,2,27,3.0,2,0,48.0,0
51411,3815,Technology,region_2,Bachelor's,m,sourcing,1,34,1.0,3,0,78.0,0
44486,1904,Operations,region_22,Master's & above,m,sourcing,3,35,4.0,9,0,62.0,0
50934,24364,Procurement,region_15,Master's & above,m,other,1,46,4.0,5,0,64.0,0
30565,54388,Procurement,region_17,Master's & above,f,other,1,39,3.0,5,0,,0
172,26773,Technology,region_7,Bachelor's,f,other,1,28,2.0,5,0,75.0,0
10794,41914,Sales & Marketing,region_2,Bachelor's,m,other,2,35,1.0,8,0,48.0,0
1779,71068,Technology,region_2,Bachelor's,m,sourcing,3,31,5.0,4,0,80.0,0
25552,74757,Legal,region_15,Bachelor's,m,other,1,34,4.0,7,0,59.0,0
13450,60840,Technology,region_13,Bachelor's,m,other,1,24,5.0,3,0,78.0,0
43001,18120,Operations,region_33,Bachelor's,m,sourcing,1,37,3.0,3,0,54.0,0
9007,12473,Procurement,region_19,Bachelor's,m,sourcing,1,45,5.0,6,0,73.0,0
8925,6698,R&D,region_22,Bachelor's,m,other,4,28,,1,0,88.0,0
31154,8574,Procurement,region_2,Bachelor's,m,sourcing,1,30,3.0,2,0,64.0,0
1930,30181,Operations,region_31,Bachelor's,m,other,1,25,,1,0,58.0,0
32714,57900,Procurement,region_26,Bachelor's,f,other,1,30,3.0,6,0,70.0,0
22342,15710,Procurement,region_23,Bachelor's,m,sourcing,1,30,5.0,6,0,68.0,0
34775,53646,Technology,region_27,Bachelor's,m,sourcing,1,25,,1,0,76.0,0
53450,6539,Analytics,region_25,Master's & above,m,other,1,35,5.0,3,0,85.0,0
7524,24665,Sales & Marketing,region_29,Bachelor's,m,other,1,33,5.0,6,0,51.0,0
17458,40401,Procurement,region_15,Master's & above,m,other,1,41,1.0,11,0,68.0,0
29426,16572,R&D,region_22,Bachelor's,m,sourcing,2,37,3.0,4,0,84.0,0
15450,38540,Procurement,region_27,Bachelor's,f,sourcing,3,32,3.0,7,0,74.0,0
49903,59577,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,27,3.0,3,0,55.0,0
29873,34896,Operations,region_26,Bachelor's,m,other,1,32,3.0,2,0,,0
16818,46998,Sales & Marketing,region_15,Bachelor's,m,other,1,46,3.0,18,0,53.0,0
4642,50446,Technology,region_13,Bachelor's,f,sourcing,1,41,3.0,12,0,78.0,0
8463,29373,Sales & Marketing,region_13,Bachelor's,m,other,2,31,3.0,8,0,51.0,0
38861,59613,Operations,region_7,Bachelor's,m,sourcing,1,39,5.0,3,0,57.0,0
17204,5404,R&D,region_2,Master's & above,m,other,2,34,3.0,8,0,85.0,0
22560,26341,Operations,region_19,Bachelor's,f,other,1,30,4.0,2,0,57.0,0
37171,50467,Operations,region_5,Bachelor's,m,other,1,28,,1,0,62.0,0
33151,6564,Sales & Marketing,region_2,Bachelor's,m,other,2,28,2.0,4,0,55.0,0
8617,47026,Procurement,region_26,Bachelor's,f,sourcing,1,32,,1,0,68.0,0
30831,78,Technology,region_2,Bachelor's,f,sourcing,1,52,3.0,23,0,79.0,0
47020,69009,HR,region_22,Bachelor's,m,other,1,26,,1,0,52.0,0
36846,43901,Operations,region_22,Bachelor's,m,other,1,24,5.0,2,0,62.0,0
3166,32340,Sales & Marketing,region_2,Master's & above,m,sourcing,1,60,1.0,11,0,48.0,0
45212,56224,Technology,region_13,Bachelor's,f,other,1,30,2.0,6,0,79.0,0
1889,72247,Procurement,region_15,Bachelor's,f,sourcing,1,30,3.0,8,0,69.0,0
10065,38765,Operations,region_27,Bachelor's,m,sourcing,2,41,3.0,4,0,60.0,0
13852,49430,Analytics,region_7,Bachelor's,m,sourcing,1,26,3.0,3,1,83.0,1
50497,39466,Operations,region_22,Bachelor's,m,sourcing,2,30,3.0,4,0,63.0,0
45450,3488,Procurement,region_25,Bachelor's,m,other,2,27,,1,0,68.0,0
8224,57076,Operations,region_34,Bachelor's,m,sourcing,1,28,2.0,3,0,62.0,0
53152,54399,Analytics,region_13,,m,sourcing,1,29,,1,0,92.0,0
52380,42991,Sales & Marketing,region_13,Bachelor's,m,other,2,27,,1,0,49.0,0
28661,9642,Analytics,region_6,Bachelor's,f,sourcing,1,28,,1,0,79.0,0
6683,27384,Sales & Marketing,region_29,Master's & above,m,other,1,41,1.0,12,0,49.0,0
2907,2747,Procurement,region_31,Bachelor's,f,other,1,32,3.0,2,0,69.0,0
46110,345,Operations,region_22,Bachelor's,f,other,1,51,4.0,16,0,55.0,0
13301,58468,Sales & Marketing,region_16,Bachelor's,m,other,1,26,,1,0,53.0,0
34599,34858,Technology,region_13,Bachelor's,f,other,1,31,1.0,5,0,82.0,0
33339,52214,Procurement,region_13,Bachelor's,f,other,1,38,3.0,8,0,68.0,0
4486,4343,Sales & Marketing,region_2,,m,other,1,52,2.0,23,0,48.0,0
15673,18815,Analytics,region_10,Bachelor's,m,other,2,30,3.0,4,0,84.0,0
43364,19590,Sales & Marketing,region_28,Master's & above,m,sourcing,1,34,5.0,4,0,46.0,0
17838,16325,Sales & Marketing,region_22,Master's & above,m,sourcing,2,40,3.0,5,0,52.0,0
8208,20005,Technology,region_13,Below Secondary,f,sourcing,1,24,3.0,2,0,82.0,0
5110,58777,Analytics,region_22,Bachelor's,m,other,1,27,1.0,3,0,85.0,0
17014,4597,Procurement,region_7,Master's & above,m,other,1,44,5.0,6,0,71.0,1
46640,37872,Sales & Marketing,region_4,Master's & above,m,other,1,57,5.0,16,0,49.0,0
52681,28945,Operations,region_32,Bachelor's,m,sourcing,1,35,3.0,7,0,58.0,0
5943,71900,Sales & Marketing,region_26,Master's & above,m,other,1,37,3.0,10,0,53.0,0
34693,33719,Sales & Marketing,region_27,Bachelor's,m,other,1,41,4.0,11,0,47.0,0
13351,11829,Sales & Marketing,region_22,Bachelor's,m,other,3,29,1.0,5,0,47.0,0
28988,22205,Operations,region_6,Bachelor's,f,other,1,25,,1,0,57.0,0
10217,24644,Sales & Marketing,region_28,,m,sourcing,1,35,1.0,9,0,50.0,0
38436,2632,Analytics,region_2,Bachelor's,m,other,3,29,,1,0,87.0,0
46157,19669,Analytics,region_22,Bachelor's,f,sourcing,1,31,5.0,4,0,83.0,1
212,75881,Analytics,region_27,Bachelor's,m,sourcing,1,25,1.0,4,0,80.0,0
5512,51279,HR,region_7,Bachelor's,m,sourcing,2,31,3.0,3,0,52.0,0
6859,41430,HR,region_2,Bachelor's,f,sourcing,1,30,,1,0,52.0,0
23136,42730,Sales & Marketing,region_22,Bachelor's,f,other,1,26,1.0,3,0,44.0,0
35703,58855,Analytics,region_22,Bachelor's,m,other,2,26,3.0,3,0,86.0,0
24603,75062,Operations,region_26,Bachelor's,m,sourcing,1,28,4.0,2,0,55.0,0
8939,52182,Technology,region_2,Below Secondary,m,sourcing,1,22,1.0,2,0,79.0,0
32261,48295,Sales & Marketing,region_26,Bachelor's,f,other,1,29,3.0,2,0,47.0,0
37831,35450,Operations,region_7,Master's & above,f,sourcing,1,41,3.0,12,0,60.0,0
36379,49862,Finance,region_2,Bachelor's,f,other,1,30,4.0,5,0,58.0,0
8503,76983,HR,region_2,Bachelor's,m,other,1,31,4.0,7,0,51.0,0
21507,23476,Procurement,region_12,Bachelor's,m,other,1,38,3.0,10,0,67.0,1
4481,36515,Operations,region_19,Bachelor's,m,sourcing,1,43,5.0,3,0,,0
33320,14540,Sales & Marketing,region_7,Master's & above,f,other,2,40,3.0,11,0,,1
51672,69435,Operations,region_4,Bachelor's,m,other,1,46,3.0,2,0,59.0,0
16747,64078,Operations,region_15,Bachelor's,f,sourcing,1,32,1.0,8,0,58.0,0
36006,69345,Technology,region_7,Bachelor's,m,sourcing,1,47,5.0,5,0,77.0,0
38122,11903,Technology,region_26,Bachelor's,m,other,1,39,2.0,9,0,80.0,1
31996,71247,Technology,region_13,Bachelor's,f,referred,1,33,3.0,6,0,81.0,0
15514,40024,Sales & Marketing,region_15,Bachelor's,m,other,1,32,1.0,6,0,55.0,0
46484,35226,Sales & Marketing,region_4,Bachelor's,f,other,2,30,3.0,2,0,50.0,0
33566,40271,Legal,region_2,Bachelor's,m,sourcing,1,33,3.0,3,0,55.0,0
20894,72811,Analytics,region_22,Bachelor's,f,sourcing,1,28,2.0,5,0,84.0,0
5568,9083,Technology,region_27,Bachelor's,f,sourcing,1,27,2.0,3,0,79.0,0
11894,45963,Operations,region_13,Bachelor's,m,other,1,32,5.0,2,0,55.0,0
34012,62694,Sales & Marketing,region_1,Master's & above,m,other,2,35,3.0,3,0,52.0,0
30335,50840,Procurement,region_23,Bachelor's,m,other,1,36,3.0,10,0,69.0,0
26970,58077,Operations,region_26,Bachelor's,m,other,3,31,4.0,8,0,52.0,0
31329,78057,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,29,3.0,2,0,49.0,0
46235,9680,Operations,region_31,Bachelor's,m,other,1,27,3.0,2,0,57.0,0
47872,16771,Sales & Marketing,region_25,,m,sourcing,1,35,3.0,8,0,48.0,0
3046,56125,Finance,region_7,Bachelor's,f,other,1,27,5.0,3,0,55.0,0
47621,53382,Procurement,region_13,Bachelor's,f,sourcing,1,37,4.0,5,0,70.0,0
16555,5191,Analytics,region_9,Bachelor's,m,other,3,32,3.0,4,0,81.0,0
17822,34761,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,27,,1,0,50.0,0
41552,56920,Technology,region_2,Bachelor's,m,other,1,53,4.0,18,0,81.0,0
17186,6697,Operations,region_1,Master's & above,m,sourcing,1,34,5.0,2,0,58.0,0
31809,37045,Sales & Marketing,region_6,Bachelor's,m,other,1,36,3.0,4,0,49.0,0
10398,60607,Operations,region_7,Master's & above,f,sourcing,1,39,4.0,6,0,60.0,0
18252,12077,Procurement,region_2,Master's & above,m,sourcing,1,60,3.0,18,0,74.0,0
36820,23571,Technology,region_10,Bachelor's,m,other,1,34,4.0,8,0,76.0,0
29325,35708,Sales & Marketing,region_21,Master's & above,f,sourcing,1,32,2.0,2,0,49.0,0
31865,36644,Operations,region_2,Master's & above,m,sourcing,1,55,5.0,8,0,63.0,0
22597,54490,Analytics,region_7,Bachelor's,m,other,2,30,5.0,4,0,84.0,1
40363,12433,Technology,region_13,Master's & above,f,sourcing,1,37,3.0,9,0,82.0,0
36255,64882,HR,region_2,Bachelor's,f,other,1,49,5.0,5,0,50.0,0
32328,73607,Operations,region_2,Bachelor's,m,other,1,30,4.0,3,0,60.0,0
25115,45497,Analytics,region_25,Bachelor's,m,other,2,34,5.0,5,0,82.0,0
27478,7988,Sales & Marketing,region_27,Master's & above,m,sourcing,1,35,1.0,7,0,49.0,0
8581,61054,Procurement,region_11,Bachelor's,f,sourcing,1,32,1.0,5,0,71.0,1
33816,37985,Analytics,region_22,Bachelor's,m,sourcing,1,28,5.0,6,0,84.0,1
7528,72597,Operations,region_15,Bachelor's,m,other,1,31,3.0,6,0,58.0,0
54751,8432,Technology,region_23,Master's & above,f,other,1,41,1.0,10,0,80.0,0
17373,8861,Technology,region_13,Master's & above,m,sourcing,1,35,1.0,5,0,76.0,0
46126,7522,HR,region_22,Master's & above,m,other,1,37,3.0,8,0,46.0,0
22494,49860,Sales & Marketing,region_16,,m,sourcing,1,22,3.0,2,0,49.0,0
54164,21288,Procurement,region_30,Bachelor's,m,other,1,36,3.0,8,0,67.0,1
24006,55315,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,47,1.0,5,0,53.0,0
25274,30442,Sales & Marketing,region_13,,m,other,1,22,,1,0,51.0,1
40303,26172,HR,region_2,Bachelor's,f,sourcing,1,36,3.0,8,0,48.0,0
34915,33186,Procurement,region_31,Bachelor's,f,sourcing,2,38,3.0,11,0,74.0,0
30846,18674,Operations,region_22,Bachelor's,f,other,1,34,2.0,9,0,57.0,1
46951,5812,Procurement,region_4,Master's & above,m,sourcing,1,35,1.0,9,0,69.0,0
13160,22222,Procurement,region_2,Bachelor's,f,other,1,36,3.0,8,0,70.0,1
48686,39101,Sales & Marketing,region_28,Bachelor's,m,other,1,31,1.0,6,0,49.0,0
37199,68367,Analytics,region_13,Bachelor's,m,sourcing,2,44,3.0,18,0,85.0,0
37666,76630,Technology,region_22,Master's & above,m,sourcing,1,37,3.0,6,0,76.0,0
8377,60220,Legal,region_23,Master's & above,m,other,1,42,3.0,5,0,63.0,0
6547,587,Operations,region_20,Bachelor's,m,sourcing,1,30,4.0,4,0,63.0,0
24280,70620,Legal,region_5,Bachelor's,m,sourcing,1,32,,1,0,62.0,0
15302,38241,Sales & Marketing,region_20,Master's & above,m,sourcing,1,43,5.0,6,0,51.0,0
12420,39659,Legal,region_3,Bachelor's,m,other,1,30,3.0,2,0,57.0,0
45448,64235,Analytics,region_22,,m,sourcing,1,29,4.0,3,1,83.0,0
6227,40507,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,32,1.0,6,0,53.0,0
3968,33302,Procurement,region_7,Master's & above,f,sourcing,2,32,3.0,5,0,71.0,1
39750,11588,Procurement,region_2,Master's & above,f,sourcing,1,60,3.0,31,0,71.0,0
26546,51008,Finance,region_2,Master's & above,m,sourcing,1,40,4.0,12,0,54.0,0
48075,51549,Operations,region_21,Bachelor's,f,other,1,40,5.0,4,0,,0
31905,66291,Operations,region_22,Bachelor's,f,sourcing,1,28,5.0,4,0,56.0,1
20848,71959,Analytics,region_30,Bachelor's,m,sourcing,1,29,1.0,1,0,82.0,0
44787,8766,Sales & Marketing,region_23,Master's & above,m,other,2,40,5.0,10,0,55.0,0
26306,53279,Operations,region_24,Bachelor's,m,other,1,28,,1,0,58.0,0
39386,55632,Operations,region_14,Bachelor's,f,other,1,30,5.0,6,0,60.0,0
264,53502,Finance,region_7,Bachelor's,m,sourcing,2,29,1.0,4,0,,0
16124,40788,R&D,region_7,Master's & above,m,other,1,31,3.0,2,0,82.0,0
5815,24007,Operations,region_32,Bachelor's,m,other,1,34,3.0,7,0,64.0,0
23913,48484,Sales & Marketing,region_22,,m,sourcing,1,25,5.0,3,0,51.0,0
50790,297,Sales & Marketing,region_7,Bachelor's,m,other,1,27,2.0,2,0,50.0,0
53955,71582,Technology,region_7,Master's & above,m,other,1,46,5.0,13,0,76.0,0
52925,45802,Finance,region_20,Bachelor's,m,sourcing,1,29,5.0,7,0,66.0,0
35385,22596,Sales & Marketing,region_22,Bachelor's,f,other,1,29,4.0,6,0,49.0,0
29910,68734,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,44,2.0,6,0,47.0,0
520,1709,HR,region_7,Bachelor's,f,sourcing,1,30,3.0,3,0,51.0,0
38725,13206,Technology,region_13,Bachelor's,m,sourcing,1,38,3.0,7,0,83.0,0
8845,77719,Operations,region_22,Bachelor's,f,other,1,25,,1,0,57.0,0
20683,23188,Technology,region_22,Bachelor's,m,sourcing,1,34,1.0,9,0,78.0,0
50601,21798,Operations,region_31,Bachelor's,f,other,3,30,5.0,5,0,63.0,0
2955,49139,Operations,region_22,Bachelor's,f,sourcing,3,28,4.0,3,0,62.0,0
27558,3695,Operations,region_2,Bachelor's,m,other,2,40,5.0,13,0,58.0,0
51283,36495,HR,region_2,Bachelor's,m,sourcing,1,31,3.0,4,0,50.0,0
39566,12104,Sales & Marketing,region_33,Bachelor's,m,other,1,43,1.0,13,0,52.0,0
54307,14320,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,4.0,2,0,47.0,0
42988,72647,Operations,region_34,Bachelor's,m,sourcing,1,31,3.0,4,1,59.0,0
42206,71707,Finance,region_22,Bachelor's,m,other,2,30,5.0,12,0,58.0,0
22390,20174,Sales & Marketing,region_9,,f,sourcing,1,28,,1,0,48.0,0
17730,14464,Technology,region_7,Master's & above,f,other,1,35,3.0,7,0,80.0,0
38970,40005,Technology,region_6,Bachelor's,m,other,3,30,3.0,2,0,81.0,0
21802,50491,Sales & Marketing,region_12,Bachelor's,m,other,1,31,1.0,5,0,46.0,0
23210,44864,Sales & Marketing,region_7,Bachelor's,f,other,1,27,5.0,3,0,47.0,0
1138,17042,Sales & Marketing,region_2,Bachelor's,f,other,2,26,4.0,3,0,50.0,0
28837,69944,Operations,region_2,Bachelor's,m,other,1,28,5.0,5,0,59.0,0
37364,72601,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,40,5.0,10,0,51.0,0
11212,34113,Legal,region_2,Bachelor's,m,sourcing,1,32,5.0,7,0,59.0,0
13196,46635,Sales & Marketing,region_2,Bachelor's,f,other,1,43,3.0,13,0,57.0,0
7090,16029,Technology,region_8,Bachelor's,m,other,1,26,1.0,2,0,78.0,0
7390,55024,Operations,region_2,Bachelor's,f,other,2,56,3.0,8,0,60.0,0
7122,32179,Sales & Marketing,region_26,Bachelor's,m,other,1,39,2.0,4,0,52.0,0
41926,29826,Procurement,region_2,Master's & above,m,other,1,35,1.0,4,0,69.0,0
41777,32032,Operations,region_14,Bachelor's,m,sourcing,1,34,4.0,6,1,69.0,1
17332,45611,Analytics,region_32,Bachelor's,m,other,1,32,1.0,9,0,86.0,0
47082,58810,Analytics,region_4,Master's & above,m,sourcing,1,34,3.0,6,0,80.0,0
15773,38399,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,39,3.0,7,0,43.0,0
5473,74586,Sales & Marketing,region_1,Bachelor's,m,other,1,38,5.0,8,0,52.0,0
46907,74408,Technology,region_22,Bachelor's,f,other,1,30,3.0,3,0,79.0,0
10727,43441,Sales & Marketing,region_7,Master's & above,m,sourcing,1,57,2.0,3,0,54.0,0
12844,77796,Procurement,region_20,Bachelor's,m,other,1,31,2.0,3,0,69.0,0
8525,29385,Operations,region_1,Bachelor's,f,sourcing,2,32,1.0,5,0,,0
49585,69877,HR,region_30,Bachelor's,m,other,1,35,5.0,5,0,51.0,0
670,65257,Sales & Marketing,region_2,,m,sourcing,3,45,3.0,6,0,47.0,0
18294,49681,Operations,region_22,Master's & above,m,referred,1,41,3.0,9,0,59.0,0
4808,68985,Finance,region_2,Bachelor's,m,sourcing,1,33,5.0,7,0,62.0,0
30757,57416,Finance,region_31,Bachelor's,m,other,2,31,3.0,4,0,59.0,0
20149,73725,Legal,region_2,Bachelor's,m,sourcing,3,54,2.0,19,0,60.0,0
12987,9859,HR,region_7,Bachelor's,m,other,1,29,4.0,5,0,44.0,0
21240,5854,Sales & Marketing,region_2,Bachelor's,f,other,2,38,1.0,3,0,,0
42701,58662,Operations,region_31,Master's & above,m,sourcing,1,33,1.0,7,0,58.0,0
26455,5847,Analytics,region_3,Bachelor's,m,other,1,28,5.0,3,0,83.0,0
54097,36480,Analytics,region_15,Bachelor's,m,sourcing,2,31,3.0,6,0,81.0,0
39354,50565,Technology,region_14,Bachelor's,f,sourcing,1,32,4.0,7,0,78.0,0
33405,1795,Procurement,region_27,Master's & above,f,other,1,40,3.0,13,0,75.0,0
32078,43078,Sales & Marketing,region_25,Bachelor's,m,other,1,31,3.0,4,0,49.0,0
12931,59367,Procurement,region_13,Bachelor's,m,sourcing,1,29,,1,0,73.0,0
6184,62369,Operations,region_15,Master's & above,m,sourcing,1,34,2.0,9,0,59.0,0
24521,25127,Technology,region_13,Master's & above,m,other,1,50,1.0,17,0,86.0,0
2779,20815,Sales & Marketing,region_15,,m,other,1,31,3.0,4,0,47.0,0
15957,38074,Sales & Marketing,region_33,Bachelor's,m,other,1,43,3.0,13,0,52.0,0
19907,55168,Sales & Marketing,region_7,Master's & above,m,sourcing,1,51,5.0,3,0,49.0,0
51714,25728,Sales & Marketing,region_10,Master's & above,m,other,1,44,3.0,4,0,50.0,0
9795,57140,Procurement,region_15,Bachelor's,m,other,3,31,3.0,6,0,69.0,0
44669,26295,Finance,region_29,Bachelor's,m,sourcing,1,28,3.0,2,0,64.0,0
23036,58509,Analytics,region_24,Bachelor's,m,sourcing,1,38,5.0,11,0,80.0,0
39111,10565,Analytics,region_7,Master's & above,m,other,2,37,5.0,4,1,84.0,1
30767,24865,Procurement,region_27,Bachelor's,m,sourcing,3,35,3.0,3,0,71.0,0
6256,12647,Sales & Marketing,region_26,Master's & above,m,other,2,56,4.0,23,0,56.0,0
46337,33760,Operations,region_7,Bachelor's,m,other,1,30,2.0,2,0,,0
34700,3311,Finance,region_20,Bachelor's,m,sourcing,1,28,3.0,4,0,59.0,0
41367,22184,Analytics,region_29,Bachelor's,m,other,2,29,2.0,6,0,84.0,0
13429,37585,Procurement,region_14,Bachelor's,m,other,2,33,1.0,5,0,68.0,0
52336,13858,Sales & Marketing,region_31,Bachelor's,m,other,1,37,1.0,8,0,47.0,0
9800,6515,Analytics,region_31,Bachelor's,m,other,1,27,,1,0,85.0,0
8251,36562,Procurement,region_2,Bachelor's,f,other,1,32,5.0,6,0,66.0,0
18875,76138,Operations,region_15,Bachelor's,f,other,1,39,4.0,10,0,,0
