,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,age_viz,age_rank,avg_training_score_viz,rank_avg_training_score
50917,6,6,2,1,3,2,29,3,4,0,72,0,21-30,3,71-80,5
50918,2,21,2,1,3,1,27,2,3,0,57,0,21-30,3,21-30,2
50919,6,2,2,1,2,1,27,3,4,0,67,0,21-30,3,61-70,4
50920,1,2,3,1,2,1,38,3,12,0,46,0,31-40,4,10-20,1
50921,2,2,2,2,3,2,33,5,6,0,55,0,31-40,4,21-30,2
50922,6,22,2,2,3,3,27,3,2,0,66,0,21-30,3,61-70,4
50923,3,2,3,2,3,1,32,3,7,0,81,0,31-40,4,above 80,6
50924,8,2,2,1,2,1,35,3,4,0,54,0,31-40,4,21-30,2
50925,3,2,2,1,3,2,51,5,5,0,84,0,51-60,6,above 80,6
50926,4,22,2,2,3,2,33,5,4,0,85,0,31-40,4,above 80,6
50927,3,2,2,2,3,1,36,4,7,0,80,0,31-40,4,71-80,5
50928,1,14,2,1,3,1,23,3,2,0,48,0,21-30,3,10-20,1
50929,4,26,2,2,3,1,28,5,2,0,87,0,21-30,3,above 80,6
50930,6,17,3,1,3,1,39,4,4,0,70,0,31-40,4,61-70,4
50931,1,2,3,1,2,2,34,3,7,0,50,0,31-40,4,10-20,1
50932,2,8,2,1,2,1,27,3,2,0,60,0,21-30,3,above 80,6
50933,1,2,2,1,3,1,60,5,14,0,48,0,51-60,6,10-20,1
50934,6,15,3,1,3,1,46,4,5,0,64,0,41-50,5,61-70,4
50935,2,7,2,2,2,1,36,4,2,0,57,0,31-40,4,21-30,2
50936,3,2,3,2,3,2,33,1,4,0,81,0,31-40,4,above 80,6
50937,6,16,2,1,3,2,33,3,2,0,66,0,31-40,4,61-70,4
50938,2,2,2,1,3,2,30,5,5,0,55,0,21-30,3,21-30,2
50939,1,2,2,2,2,1,44,3,7,0,50,0,41-50,5,10-20,1
50940,2,15,2,2,2,1,38,5,6,0,55,0,31-40,4,21-30,2
50941,6,17,2,2,3,1,27,3,5,0,68,0,21-30,3,61-70,4
50942,6,27,2,1,2,3,27,3,2,0,72,0,21-30,3,71-80,5
50943,1,27,2,1,2,1,31,3,6,0,46,0,31-40,4,10-20,1
50944,8,2,2,1,3,1,31,2,2,0,53,0,31-40,4,21-30,2
50945,2,2,2,1,2,1,29,3,3,0,60,0,21-30,3,21-30,2
50946,7,2,2,2,3,1,55,4,17,0,59,0,51-60,6,21-30,2
50947,2,2,2,1,3,1,49,5,20,0,60,0,41-50,5,21-30,2
50948,1,2,2,1,2,1,50,3,7,0,48,0,41-50,5,10-20,1
50949,1,23,2,2,3,1,35,3,5,0,48,0,31-40,4,10-20,1
50950,1,1,3,1,3,1,31,2,10,0,50,0,31-40,4,10-20,1
50951,2,22,3,1,3,1,34,2,7,0,54,0,31-40,4,21-30,2
50952,2,12,2,1,2,1,31,4,2,0,63,0,31-40,4,61-70,4
50953,4,30,2,1,2,1,31,3,5,0,80,0,31-40,4,71-80,5
50954,2,22,2,1,3,1,33,3,6,0,60,0,31-40,4,above 80,6
50955,1,15,2,1,2,1,28,5,3,0,50,0,21-30,3,10-20,1
50956,1,15,2,1,1,1,29,5,5,0,48,0,21-30,3,10-20,1
50957,2,31,2,1,3,1,34,5,7,0,63,0,31-40,4,61-70,4
50958,8,2,2,1,3,1,41,1,13,0,52,0,41-50,5,21-30,2
50959,6,13,2,1,3,1,25,1,3,0,72,0,21-30,3,71-80,5
50960,2,27,2,2,3,1,37,4,3,0,54,0,31-40,4,21-30,2
50961,1,1,3,2,3,1,33,3,2,0,93,1,31-40,4,above 80,6
50962,1,17,2,1,3,2,33,4,7,0,63,1,31-40,4,61-70,4
50963,2,16,3,2,3,1,46,4,16,0,59,0,41-50,5,21-30,2
50964,1,2,2,1,2,1,48,2,15,0,53,0,41-50,5,21-30,2
50965,6,2,2,2,2,1,45,2,6,0,72,0,41-50,5,71-80,5
50966,1,17,2,1,2,1,32,3,5,0,52,0,31-40,4,21-30,2
50967,7,29,2,1,2,1,30,3,5,0,59,0,21-30,3,21-30,2
50968,1,16,2,2,2,1,25,3,3,0,49,0,21-30,3,10-20,1
50969,1,15,2,1,2,1,34,1,8,0,60,0,31-40,4,above 80,6
50970,1,13,3,1,3,2,34,1,10,0,46,0,31-40,4,10-20,1
50972,1,2,2,1,2,1,42,2,12,0,43,0,41-50,5,10-20,1
50973,2,30,2,2,2,1,26,3,1,0,63,0,21-30,3,61-70,4
50974,2,15,2,1,2,1,48,3,6,0,58,0,41-50,5,21-30,2
50975,4,3,2,1,3,1,28,3,2,0,86,0,21-30,3,above 80,6
50976,5,4,2,1,2,1,35,2,9,0,82,0,31-40,4,above 80,6
50977,1,26,2,1,2,1,43,1,11,0,46,0,41-50,5,10-20,1
50978,1,23,3,2,3,1,32,3,7,0,53,0,31-40,4,21-30,2
50979,3,7,3,2,2,1,32,3,3,0,80,0,31-40,4,71-80,5
50980,3,4,2,1,3,1,30,4,4,0,78,0,21-30,3,71-80,5
50981,3,2,3,1,3,1,32,1,7,0,74,0,31-40,4,71-80,5
50982,1,18,2,1,2,1,38,3,5,0,53,0,31-40,4,21-30,2
50983,2,32,2,1,3,2,33,5,3,0,58,0,31-40,4,21-30,2
50984,8,28,2,1,2,1,28,3,5,0,48,0,21-30,3,10-20,1
50985,8,22,2,2,2,1,26,1,2,0,52,0,21-30,3,21-30,2
50986,6,2,3,2,2,1,57,3,4,0,75,0,51-60,6,71-80,5
50987,2,2,3,2,2,2,38,5,3,0,59,0,31-40,4,21-30,2
50988,2,2,1,1,3,1,26,3,1,0,58,0,21-30,3,21-30,2
50989,3,2,3,2,3,3,32,2,4,0,80,0,31-40,4,71-80,5
50990,1,17,2,1,2,2,38,1,8,0,57,0,31-40,4,21-30,2
50991,3,2,3,1,3,1,42,1,6,0,76,0,41-50,5,71-80,5
50992,1,13,2,1,3,1,37,3,8,0,49,1,31-40,4,10-20,1
50993,2,2,2,2,2,1,31,5,5,0,60,0,31-40,4,21-30,2
50994,4,15,2,1,3,1,31,3,2,0,82,0,31-40,4,above 80,6
50995,2,2,3,2,3,2,49,4,21,0,60,0,41-50,5,21-30,2
50996,2,7,2,2,3,1,29,4,3,0,59,0,21-30,3,21-30,2
50997,1,13,3,1,3,1,33,1,2,0,50,0,31-40,4,10-20,1
50998,2,10,2,1,3,1,33,4,4,0,57,0,31-40,4,21-30,2
50999,2,2,2,2,3,1,45,3,13,0,60,0,41-50,5,above 80,6
51000,1,1,2,1,2,1,27,3,2,0,47,0,21-30,3,10-20,1
51001,2,22,2,1,2,1,40,1,6,0,60,0,31-40,4,21-30,2
51002,1,13,2,1,3,1,39,5,2,0,48,0,31-40,4,10-20,1
51003,6,21,2,1,3,3,31,5,5,0,71,0,31-40,4,71-80,5
51004,4,2,3,1,2,1,39,3,10,0,86,0,31-40,4,above 80,6
51005,4,2,2,1,2,1,25,4,4,0,83,0,21-30,3,above 80,6
51006,2,13,3,2,3,1,34,3,8,0,58,0,31-40,4,21-30,2
51007,2,21,3,2,3,1,35,4,3,1,60,0,31-40,4,above 80,6
51008,1,2,2,2,2,1,33,2,7,0,44,0,31-40,4,10-20,1
51009,4,32,2,1,3,1,24,1,2,0,84,0,21-30,3,above 80,6
51010,1,31,2,1,3,1,31,2,6,0,50,0,31-40,4,10-20,1
51011,3,2,2,2,3,3,38,5,10,0,77,0,31-40,4,71-80,5
51012,1,7,3,1,3,1,48,1,19,0,52,0,41-50,5,21-30,2
51013,2,2,3,2,3,1,53,3,4,0,60,0,51-60,6,above 80,6
51014,2,25,2,2,3,1,38,3,5,0,60,0,31-40,4,above 80,6
51015,1,2,2,2,2,1,29,5,5,0,51,0,21-30,3,21-30,2
51016,2,22,2,2,3,1,27,3,4,0,58,0,21-30,3,21-30,2
51017,2,17,2,1,3,1,24,3,2,0,60,0,21-30,3,above 80,6
51018,2,2,2,2,3,1,38,4,7,0,63,0,31-40,4,61-70,4
51019,2,13,3,1,3,2,35,3,9,0,55,0,31-40,4,21-30,2
51020,8,2,2,2,3,1,35,5,6,0,53,0,31-40,4,21-30,2
51021,2,21,2,1,2,1,20,3,1,0,55,0,10-20,2,21-30,2
51022,6,15,3,1,2,1,34,1,3,0,72,0,31-40,4,71-80,5
51023,7,8,2,1,3,2,27,4,3,0,62,0,21-30,3,61-70,4
51024,4,11,2,1,3,2,35,3,8,0,81,0,31-40,4,above 80,6
51025,8,27,2,1,2,1,31,4,5,1,52,0,31-40,4,21-30,2
51026,6,7,2,1,3,1,33,4,8,0,71,1,31-40,4,71-80,5
51027,2,11,2,1,2,2,42,5,15,0,58,0,41-50,5,21-30,2
51028,1,2,2,2,2,1,35,3,4,0,53,0,31-40,4,21-30,2
51029,7,4,3,1,2,1,36,3,7,0,64,0,31-40,4,61-70,4
51030,5,2,3,1,3,1,41,5,11,0,82,0,41-50,5,above 80,6
51031,1,15,2,1,3,2,35,2,9,0,51,0,31-40,4,21-30,2
51032,2,32,2,1,3,1,36,4,9,0,56,0,31-40,4,21-30,2
51033,1,27,2,1,3,1,35,1,10,0,49,0,31-40,4,10-20,1
51034,2,13,3,1,2,1,31,1,2,0,57,0,31-40,4,21-30,2
51035,1,7,2,1,3,1,34,1,10,0,51,0,31-40,4,21-30,2
51036,8,26,3,1,3,1,40,2,10,0,50,0,31-40,4,10-20,1
51037,2,25,1,1,3,1,26,3,2,0,55,0,21-30,3,21-30,2
51038,2,28,2,1,3,1,39,4,7,0,60,0,31-40,4,21-30,2
51039,2,17,2,1,2,1,26,3,1,0,63,0,21-30,3,61-70,4
51040,3,25,2,1,3,1,29,3,5,0,77,0,21-30,3,71-80,5
51041,6,7,2,1,2,2,34,3,4,0,71,0,31-40,4,71-80,5
51042,8,22,3,1,3,1,32,5,4,0,49,0,31-40,4,10-20,1
51043,4,34,2,1,2,1,28,3,2,0,88,0,21-30,3,above 80,6
51044,2,12,2,2,3,1,26,4,2,0,59,0,21-30,3,21-30,2
51045,7,22,3,1,3,2,40,4,3,0,60,0,31-40,4,above 80,6
51046,2,29,2,1,3,1,41,5,4,0,63,0,41-50,5,61-70,4
51047,4,25,2,1,2,2,32,5,7,0,83,0,31-40,4,above 80,6
51048,8,22,3,2,2,1,33,5,3,0,49,0,31-40,4,10-20,1
51049,7,2,2,2,3,1,32,4,5,0,63,0,31-40,4,61-70,4
51050,6,2,3,1,2,3,50,3,8,0,76,0,41-50,5,71-80,5
51051,9,7,1,1,3,2,28,3,1,0,60,0,21-30,3,21-30,2
51052,3,7,2,1,2,1,29,3,3,0,80,0,21-30,3,71-80,5
51053,7,2,2,1,3,2,30,3,6,0,60,0,21-30,3,above 80,6
51054,2,28,2,1,2,1,27,4,4,0,62,0,21-30,3,61-70,4
51055,4,22,2,1,1,2,27,5,3,0,86,0,21-30,3,above 80,6
51056,2,33,2,1,3,1,30,3,5,0,62,0,21-30,3,61-70,4
51057,8,12,2,1,2,1,31,3,3,0,52,0,31-40,4,21-30,2
51058,8,4,2,1,3,1,36,4,9,0,48,0,31-40,4,10-20,1
51059,6,15,2,1,2,1,28,4,3,0,74,0,21-30,3,71-80,5
51060,1,27,2,1,3,1,34,1,7,0,47,0,31-40,4,10-20,1
51061,2,32,2,2,2,1,39,3,8,0,59,0,31-40,4,21-30,2
51062,8,7,2,2,2,1,25,3,4,0,53,0,21-30,3,21-30,2
51063,2,22,2,1,2,1,26,3,1,0,60,0,21-30,3,above 80,6
51064,1,2,3,2,3,1,40,1,11,0,48,0,31-40,4,10-20,1
51065,1,13,2,1,2,1,28,3,3,0,52,0,21-30,3,21-30,2
51066,1,6,2,1,3,2,30,2,7,0,49,0,21-30,3,10-20,1
51067,1,17,2,1,2,1,35,3,8,0,49,0,31-40,4,10-20,1
51068,2,30,2,1,3,1,28,3,4,0,60,0,21-30,3,above 80,6
51069,7,2,2,1,2,1,25,4,3,0,59,0,21-30,3,21-30,2
51070,2,22,3,1,2,1,49,3,18,0,55,0,41-50,5,21-30,2
51071,1,11,2,1,3,1,36,1,8,0,52,0,31-40,4,21-30,2
51072,2,13,2,1,3,1,28,3,3,0,57,0,21-30,3,21-30,2
51073,7,11,2,2,3,1,31,4,4,0,64,0,31-40,4,61-70,4
51074,1,12,2,2,2,1,27,5,1,0,60,1,21-30,3,above 80,6
51075,2,27,1,2,2,1,23,3,2,0,55,0,21-30,3,21-30,2
51076,3,33,2,2,3,1,28,4,4,0,80,0,21-30,3,71-80,5
51077,1,2,2,1,2,2,32,4,7,0,51,0,31-40,4,21-30,2
51078,6,2,2,1,2,1,28,3,3,1,75,0,21-30,3,71-80,5
51079,1,2,2,2,2,1,28,4,4,0,50,0,21-30,3,10-20,1
51080,8,15,2,2,3,1,34,3,3,0,60,0,31-40,4,above 80,6
51081,6,31,2,1,3,1,27,2,2,0,67,0,21-30,3,61-70,4
51082,1,31,2,1,3,1,25,3,1,0,52,0,21-30,3,21-30,2
51083,1,10,2,1,3,1,45,3,16,0,53,0,41-50,5,21-30,2
51084,3,29,2,1,3,1,27,3,3,0,79,0,21-30,3,71-80,5
51085,6,4,3,1,3,1,45,4,6,0,73,0,41-50,5,71-80,5
51086,1,17,3,1,3,1,44,3,14,0,49,0,41-50,5,10-20,1
51087,3,2,2,2,3,3,27,2,2,0,80,0,21-30,3,71-80,5
51088,1,23,2,1,2,1,31,5,5,0,46,0,31-40,4,10-20,1
51089,1,20,3,1,2,1,42,4,6,0,52,0,41-50,5,21-30,2
51090,4,15,2,1,2,3,32,4,3,0,87,0,31-40,4,above 80,6
51091,2,15,2,1,1,1,38,5,3,0,60,0,31-40,4,21-30,2
51092,6,2,3,2,3,1,44,5,16,0,73,0,41-50,5,71-80,5
51093,1,2,2,1,2,1,32,5,6,1,49,1,31-40,4,10-20,1
51094,1,11,2,2,3,1,28,3,3,0,48,0,21-30,3,10-20,1
51095,1,22,3,1,3,1,53,5,5,0,51,0,51-60,6,21-30,2
51096,6,16,2,1,3,3,39,3,4,0,74,0,31-40,4,71-80,5
51097,2,19,3,1,2,1,37,3,4,0,62,0,31-40,4,61-70,4
51098,1,15,2,1,2,1,38,4,10,0,58,0,31-40,4,21-30,2
51099,1,25,3,1,2,1,36,1,4,0,48,0,31-40,4,10-20,1
51100,1,2,2,2,3,1,52,4,12,0,50,0,51-60,6,10-20,1
51101,3,13,2,1,2,1,24,3,2,0,80,0,21-30,3,71-80,5
51102,3,24,2,2,3,1,33,3,10,0,79,0,31-40,4,71-80,5
51103,4,29,2,1,2,2,33,3,6,0,87,0,31-40,4,above 80,6
51104,6,34,2,1,3,1,27,3,3,0,72,0,21-30,3,71-80,5
51105,1,31,2,1,2,1,34,2,10,0,51,0,31-40,4,21-30,2
51106,8,2,2,1,3,1,26,3,1,0,50,1,21-30,3,10-20,1
51107,1,7,2,1,3,3,26,1,4,0,51,0,21-30,3,21-30,2
51108,1,19,2,1,2,1,37,5,7,0,48,0,31-40,4,10-20,1
51109,4,11,2,1,3,1,26,5,3,0,82,0,21-30,3,above 80,6
51110,2,22,2,1,2,1,26,4,3,0,59,0,21-30,3,21-30,2
51111,1,28,2,1,2,1,37,1,4,0,48,0,31-40,4,10-20,1
51112,2,4,2,1,2,1,32,5,7,0,60,0,31-40,4,above 80,6
51113,1,13,2,1,2,1,42,3,7,0,54,0,41-50,5,21-30,2
51114,6,22,2,2,3,1,30,3,1,0,68,0,21-30,3,61-70,4
51115,6,22,2,1,2,2,29,4,7,0,70,0,21-30,3,61-70,4
51116,1,22,3,1,3,2,33,3,7,0,52,0,31-40,4,21-30,2
51117,7,2,2,1,3,1,35,5,3,0,59,0,31-40,4,21-30,2
51118,1,34,3,1,3,1,34,3,7,0,47,0,31-40,4,10-20,1
51119,7,32,2,1,3,1,33,4,6,0,58,0,31-40,4,21-30,2
51120,3,30,3,2,3,1,34,3,4,0,79,1,31-40,4,71-80,5
51121,7,31,3,2,2,1,33,4,3,0,60,0,31-40,4,above 80,6
51122,1,31,2,1,3,1,49,5,15,0,51,0,41-50,5,21-30,2
51123,1,9,2,1,2,1,29,3,1,0,49,0,21-30,3,10-20,1
51124,3,2,2,1,3,2,34,4,9,0,83,0,31-40,4,above 80,6
51125,2,2,2,2,3,1,48,5,15,0,63,0,41-50,5,61-70,4
51126,2,22,2,1,3,1,46,1,18,0,60,0,41-50,5,above 80,6
51127,3,13,3,2,3,1,39,3,7,0,81,0,31-40,4,above 80,6
51128,6,2,2,2,3,1,47,4,14,0,69,0,41-50,5,61-70,4
51129,6,1,2,2,2,1,32,2,6,0,69,0,31-40,4,61-70,4
51130,4,20,2,1,2,1,27,3,1,0,87,0,21-30,3,above 80,6
51131,6,13,3,1,3,2,42,3,7,1,83,1,41-50,5,above 80,6
51132,3,2,2,1,3,1,30,5,4,0,80,0,21-30,3,71-80,5
51133,2,16,2,1,3,1,36,5,7,0,64,0,31-40,4,61-70,4
51134,6,4,2,1,3,1,29,2,6,0,70,0,21-30,3,61-70,4
51135,4,29,2,1,2,1,24,4,3,0,85,0,21-30,3,above 80,6
51136,2,19,2,1,2,1,31,3,10,0,59,0,31-40,4,21-30,2
51137,3,2,3,2,2,1,50,2,16,0,79,0,41-50,5,71-80,5
51138,4,31,2,1,3,1,27,1,6,0,85,0,21-30,3,above 80,6
51139,1,31,2,1,3,1,25,2,2,0,44,0,21-30,3,10-20,1
51140,1,7,3,1,3,1,42,3,7,0,48,0,41-50,5,10-20,1
51141,6,2,2,1,3,1,33,4,4,0,73,0,31-40,4,71-80,5
51142,1,13,2,1,2,1,35,3,2,0,60,0,31-40,4,above 80,6
51143,7,2,2,1,3,1,29,1,3,0,58,0,21-30,3,21-30,2
51144,2,7,2,2,3,1,41,1,7,0,55,0,41-50,5,21-30,2
51145,6,2,2,1,3,1,27,4,3,0,71,0,21-30,3,71-80,5
51146,2,2,2,2,2,1,31,4,4,0,62,0,31-40,4,61-70,4
51147,1,11,2,1,3,1,34,4,10,0,51,0,31-40,4,21-30,2
51148,1,29,3,1,2,1,35,3,6,0,50,0,31-40,4,10-20,1
51149,2,7,1,2,2,1,26,4,4,0,62,0,21-30,3,61-70,4
51150,2,7,2,2,2,2,41,3,5,0,59,0,41-50,5,21-30,2
51151,1,31,2,1,3,1,35,1,4,0,51,0,31-40,4,21-30,2
51152,1,2,2,1,3,1,24,3,1,0,48,0,21-30,3,10-20,1
51153,6,7,3,1,2,1,46,2,6,0,72,0,41-50,5,71-80,5
51154,1,7,3,2,2,1,37,5,3,0,44,0,31-40,4,10-20,1
51155,2,10,3,1,2,2,33,4,7,0,56,0,31-40,4,21-30,2
51156,7,7,2,2,2,1,29,3,2,0,60,0,21-30,3,above 80,6
51157,6,15,2,2,2,1,32,5,3,0,67,0,31-40,4,61-70,4
51158,1,21,2,1,3,1,34,3,4,0,47,0,31-40,4,10-20,1
51159,1,2,2,1,3,2,45,5,8,0,51,0,41-50,5,21-30,2
51160,3,23,3,2,3,1,33,4,4,0,81,0,31-40,4,above 80,6
51161,2,2,2,1,3,1,32,2,6,0,59,0,31-40,4,21-30,2
51162,4,4,2,1,2,2,28,4,4,0,85,0,21-30,3,above 80,6
51163,1,28,3,1,2,1,31,4,4,0,52,1,31-40,4,21-30,2
51164,3,2,2,2,2,1,46,3,2,0,86,0,41-50,5,above 80,6
51165,6,7,2,2,3,1,41,1,2,0,67,0,41-50,5,61-70,4
51166,4,32,2,1,2,1,30,3,6,0,86,0,21-30,3,above 80,6
51167,2,4,2,1,3,1,42,3,14,0,62,0,41-50,5,61-70,4
51168,8,2,2,1,2,1,50,4,23,0,47,0,41-50,5,10-20,1
51169,2,10,2,1,2,1,27,3,3,0,62,0,21-30,3,61-70,4
51170,4,29,2,1,3,1,30,4,5,0,83,0,21-30,3,above 80,6
51171,2,2,2,2,3,1,56,3,18,0,58,0,51-60,6,21-30,2
51172,2,34,2,1,3,1,29,5,5,0,59,0,21-30,3,21-30,2
51173,3,13,3,1,2,1,35,3,5,0,76,0,31-40,4,71-80,5
51174,1,2,2,1,3,1,45,4,4,0,50,0,41-50,5,10-20,1
51175,1,12,2,1,3,1,26,1,2,0,53,0,21-30,3,21-30,2
51176,1,28,2,1,3,1,35,4,7,0,51,0,31-40,4,21-30,2
51177,6,2,2,2,2,1,40,3,4,0,71,0,31-40,4,71-80,5
51178,1,22,2,1,2,1,26,4,3,0,48,1,21-30,3,10-20,1
51179,1,6,2,1,3,1,29,4,5,0,53,0,21-30,3,21-30,2
51180,6,23,3,2,3,1,38,5,4,0,70,0,31-40,4,61-70,4
51181,1,2,2,1,3,1,50,2,5,0,49,0,41-50,5,10-20,1
51182,1,26,2,2,2,1,24,3,1,0,46,0,21-30,3,10-20,1
51183,6,14,2,2,3,1,34,4,6,0,77,0,31-40,4,71-80,5
51184,6,26,2,1,2,1,55,3,16,0,75,0,51-60,6,71-80,5
51185,1,30,2,1,2,1,28,5,5,0,47,0,21-30,3,10-20,1
51186,1,30,2,1,3,2,32,1,4,0,49,0,31-40,4,10-20,1
51187,5,26,3,2,2,1,28,3,1,0,82,0,21-30,3,above 80,6
51188,1,16,2,1,2,2,29,3,1,0,46,0,21-30,3,10-20,1
51189,8,7,2,2,3,1,29,3,1,0,52,0,21-30,3,21-30,2
51190,7,4,3,1,2,2,34,2,4,0,71,1,31-40,4,71-80,5
51191,3,28,3,1,2,1,30,4,7,0,77,0,21-30,3,71-80,5
51192,1,15,3,1,3,2,32,1,5,0,49,0,31-40,4,10-20,1
51193,7,32,2,2,2,1,29,3,3,0,54,1,21-30,3,21-30,2
51194,1,9,2,1,3,1,26,1,4,0,47,0,21-30,3,10-20,1
51195,1,2,2,1,2,1,55,3,4,0,53,0,51-60,6,21-30,2
51196,1,16,2,1,2,1,26,3,4,0,55,0,21-30,3,21-30,2
51197,6,7,3,1,2,1,42,3,13,0,72,0,41-50,5,71-80,5
51198,2,2,3,1,3,1,40,5,3,1,84,1,31-40,4,above 80,6
51199,8,27,2,1,2,1,32,3,3,0,52,0,31-40,4,21-30,2
51200,1,2,2,1,3,1,24,3,1,0,98,1,21-30,3,above 80,6
51201,2,22,2,1,3,1,34,5,10,0,63,0,31-40,4,61-70,4
51202,3,2,2,2,2,1,35,4,7,0,82,0,31-40,4,above 80,6
51203,1,26,3,2,3,1,37,1,8,0,49,0,31-40,4,10-20,1
51204,9,22,2,1,3,1,30,3,4,0,68,0,21-30,3,61-70,4
51205,1,30,2,1,3,1,37,3,4,0,44,0,31-40,4,10-20,1
51206,7,22,2,1,2,1,27,4,2,0,57,0,21-30,3,21-30,2
51207,3,13,2,2,3,1,32,3,6,0,81,0,31-40,4,above 80,6
51208,7,13,2,1,3,1,25,5,3,0,56,0,21-30,3,21-30,2
51209,4,29,2,1,2,2,28,4,2,0,86,0,21-30,3,above 80,6
51210,3,1,3,1,3,1,32,4,3,0,78,0,31-40,4,71-80,5
51211,3,22,3,2,3,1,34,3,9,0,78,1,31-40,4,71-80,5
51212,1,32,2,1,3,3,28,3,4,0,51,0,21-30,3,21-30,2
51213,4,22,2,1,3,1,29,2,2,0,80,0,21-30,3,71-80,5
51214,2,22,2,1,2,1,28,4,2,0,60,0,21-30,3,21-30,2
51215,4,15,2,1,3,2,32,2,2,0,86,0,31-40,4,above 80,6
51216,2,2,3,1,3,2,33,5,3,0,76,1,31-40,4,71-80,5
51217,1,27,2,1,2,1,38,1,12,0,50,0,31-40,4,10-20,1
51218,1,25,2,1,2,1,33,3,3,0,50,0,31-40,4,10-20,1
51219,2,3,2,2,3,1,29,2,5,0,60,0,21-30,3,21-30,2
51220,2,26,2,2,3,1,35,1,8,0,60,0,31-40,4,above 80,6
51221,2,30,2,2,3,2,35,2,3,0,64,0,31-40,4,61-70,4
51222,2,12,2,2,3,1,30,4,3,0,60,0,21-30,3,21-30,2
51223,2,22,3,1,2,1,50,2,21,0,62,0,41-50,5,61-70,4
51224,6,2,3,1,2,1,55,3,8,0,68,0,51-60,6,61-70,4
51225,1,2,2,1,2,1,35,5,10,0,48,0,31-40,4,10-20,1
51226,6,22,2,2,2,1,27,3,1,0,65,0,21-30,3,61-70,4
51227,3,12,2,1,2,1,28,3,1,0,81,0,21-30,3,above 80,6
51228,1,15,3,1,3,1,30,3,3,0,48,0,21-30,3,10-20,1
51229,1,32,2,2,3,1,28,3,3,0,47,0,21-30,3,10-20,1
51230,2,13,2,1,2,2,31,3,4,0,58,0,31-40,4,21-30,2
51231,3,5,3,1,2,2,39,5,7,0,77,1,31-40,4,71-80,5
51232,7,32,2,1,3,1,28,3,1,0,60,1,21-30,3,21-30,2
51233,1,2,2,2,2,1,56,4,25,0,48,0,51-60,6,10-20,1
51234,2,22,3,2,3,2,34,5,7,0,59,0,31-40,4,21-30,2
51235,1,22,2,1,3,1,30,1,2,0,52,0,21-30,3,21-30,2
51236,1,13,2,1,3,3,38,2,4,0,47,0,31-40,4,10-20,1
51237,4,22,2,2,2,1,28,1,2,0,84,0,21-30,3,above 80,6
51239,2,7,2,1,3,1,31,3,7,0,60,0,31-40,4,21-30,2
51240,6,17,3,2,3,1,44,5,17,0,67,0,41-50,5,61-70,4
51241,1,15,2,1,2,1,43,2,6,0,50,0,41-50,5,10-20,1
51242,2,31,2,1,3,1,36,2,2,0,55,0,31-40,4,21-30,2
51243,1,4,2,1,2,3,47,2,13,0,50,0,41-50,5,10-20,1
51244,1,26,2,1,3,1,54,5,9,0,51,1,51-60,6,21-30,2
51245,1,2,2,1,3,1,24,3,2,0,47,1,21-30,3,10-20,1
51246,3,26,2,2,2,1,34,4,6,0,82,0,31-40,4,above 80,6
51247,1,28,2,2,2,1,26,5,3,0,47,0,21-30,3,10-20,1
51248,3,10,3,1,3,1,36,5,3,0,77,0,31-40,4,71-80,5
51249,6,22,2,1,3,1,30,3,1,0,71,0,21-30,3,71-80,5
51250,1,14,2,1,2,1,46,1,16,0,52,0,41-50,5,21-30,2
51251,3,2,2,1,1,1,34,5,9,0,84,1,31-40,4,above 80,6
51252,4,27,2,1,2,1,29,4,2,0,85,0,21-30,3,above 80,6
51253,3,8,2,2,2,1,25,5,2,0,80,0,21-30,3,71-80,5
51254,6,13,2,1,2,1,26,3,4,0,68,0,21-30,3,61-70,4
51255,2,15,2,1,3,1,40,1,2,0,60,0,31-40,4,21-30,2
51256,8,2,2,1,2,1,51,2,12,0,49,0,51-60,6,10-20,1
51257,3,26,2,2,2,1,32,3,5,0,80,0,31-40,4,71-80,5
51258,2,15,3,2,3,1,38,3,8,0,63,0,31-40,4,61-70,4
51259,1,2,3,2,2,4,36,2,5,0,48,0,31-40,4,10-20,1
51260,6,2,2,2,2,2,24,3,1,0,66,1,21-30,3,61-70,4
51261,1,2,2,1,3,1,31,4,5,0,48,0,31-40,4,10-20,1
51262,2,31,2,2,2,1,32,5,6,0,62,0,31-40,4,61-70,4
51263,6,25,3,1,2,1,34,5,4,0,92,1,31-40,4,above 80,6
51264,1,2,3,1,2,2,40,2,12,0,49,0,31-40,4,10-20,1
51265,1,29,2,1,3,1,33,2,7,0,48,0,31-40,4,10-20,1
51266,2,15,2,2,2,1,40,5,9,0,60,0,31-40,4,21-30,2
51267,1,25,2,1,3,1,32,5,6,0,60,0,31-40,4,above 80,6
51268,2,2,3,2,2,1,53,4,10,0,60,0,51-60,6,above 80,6
51269,6,7,2,1,3,2,32,3,5,0,72,0,31-40,4,71-80,5
51270,1,2,2,2,3,1,55,3,7,0,47,0,51-60,6,10-20,1
51271,3,2,2,2,3,2,32,3,4,0,79,0,31-40,4,71-80,5
51272,2,27,2,1,2,1,29,4,6,0,60,0,21-30,3,21-30,2
51273,2,2,2,2,3,1,57,4,18,0,62,0,51-60,6,61-70,4
51274,2,14,2,2,2,1,37,3,9,0,58,0,31-40,4,21-30,2
