,job,marital,education,default,housing,loan,contact,poutcome,age_bin,result_from_ward
18709,admin.,married,high.school,no,no,no,cellular,failure,40-50,1
18710,self-employed,single,university.degree,no,yes,no,cellular,nonexistent,30-40,0
18711,blue-collar,married,basic.9y,no,yes,no,cellular,nonexistent,20-30,1
18712,admin.,single,university.degree,no,no,no,cellular,nonexistent,20-30,2
18713,blue-collar,single,basic.9y,no,no,no,telephone,nonexistent,20-30,1
18714,blue-collar,married,basic.9y,no,unknown,unknown,telephone,nonexistent,30-40,1
18715,self-employed,married,university.degree,no,no,no,cellular,nonexistent,40-50,0
18716,blue-collar,married,basic.9y,no,yes,no,telephone,nonexistent,30-40,1
18717,retired,divorced,professional.course,no,yes,no,telephone,nonexistent,60-70,2
18718,blue-collar,married,basic.4y,no,yes,no,telephone,nonexistent,40-50,1
18719,admin.,married,university.degree,unknown,yes,no,cellular,nonexistent,30-40,2
18720,admin.,single,university.degree,no,unknown,unknown,cellular,nonexistent,30-40,2
18721,blue-collar,married,basic.4y,unknown,yes,yes,cellular,nonexistent,30-40,1
18722,blue-collar,single,basic.9y,no,no,yes,cellular,nonexistent,20-30,1
18723,management,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
18724,retired,divorced,basic.4y,no,no,no,cellular,nonexistent,50-60,1
18725,services,single,high.school,no,no,no,telephone,nonexistent,30-40,0
18726,technician,single,university.degree,unknown,yes,no,cellular,nonexistent,20-30,0
18727,unemployed,married,university.degree,no,no,no,telephone,nonexistent,30-40,0
18728,housemaid,married,basic.4y,no,unknown,unknown,cellular,nonexistent,30-40,1
18729,services,single,high.school,no,no,no,cellular,nonexistent,20-30,0
18730,technician,married,university.degree,no,no,no,cellular,nonexistent,40-50,0
18731,admin.,married,university.degree,no,yes,no,telephone,nonexistent,40-50,2
18732,blue-collar,married,basic.4y,no,no,no,cellular,failure,20-30,1
18733,unemployed,single,university.degree,no,yes,no,cellular,nonexistent,30-40,0
18734,unemployed,divorced,basic.4y,no,no,yes,telephone,nonexistent,40-50,0
18735,blue-collar,married,unknown,no,yes,no,cellular,nonexistent,40-50,2
18736,management,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
18737,admin.,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
18738,unemployed,single,professional.course,no,yes,no,cellular,nonexistent,20-30,0
18739,technician,single,university.degree,no,no,no,cellular,nonexistent,30-40,0
18740,unemployed,married,high.school,no,yes,yes,cellular,nonexistent,30-40,0
18741,admin.,married,basic.9y,no,yes,no,cellular,failure,30-40,1
18742,services,married,university.degree,no,yes,no,cellular,failure,30-40,0
18743,blue-collar,married,basic.4y,no,yes,no,cellular,nonexistent,40-50,1
18744,blue-collar,married,basic.9y,no,yes,no,cellular,nonexistent,40-50,1
18745,admin.,married,basic.9y,no,yes,no,cellular,nonexistent,40-50,1
18746,self-employed,married,basic.9y,unknown,yes,yes,telephone,nonexistent,40-50,0
18747,services,divorced,high.school,no,no,no,telephone,nonexistent,30-40,0
18748,housemaid,married,high.school,no,yes,no,cellular,nonexistent,20-30,1
18749,admin.,married,professional.course,no,yes,no,cellular,nonexistent,50-60,2
18750,admin.,single,high.school,no,yes,no,cellular,nonexistent,20-30,1
18751,technician,married,basic.9y,no,yes,no,cellular,nonexistent,50-60,0
18752,blue-collar,married,basic.4y,no,yes,yes,cellular,nonexistent,50-60,1
18753,self-employed,married,university.degree,no,yes,no,cellular,failure,60-70,2
18754,technician,single,basic.9y,unknown,no,no,cellular,nonexistent,20-30,0
18755,blue-collar,married,professional.course,no,yes,no,cellular,nonexistent,30-40,2
18756,services,single,unknown,unknown,yes,yes,cellular,nonexistent,30-40,0
18757,technician,single,professional.course,unknown,yes,yes,cellular,failure,20-30,0
18758,blue-collar,divorced,unknown,no,no,no,cellular,nonexistent,30-40,2
18759,blue-collar,married,basic.9y,no,no,no,cellular,nonexistent,40-50,1
18760,management,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
18761,admin.,married,university.degree,no,yes,yes,cellular,nonexistent,40-50,2
18762,services,married,high.school,no,no,no,telephone,nonexistent,30-40,0
18763,technician,single,university.degree,no,yes,yes,cellular,nonexistent,20-30,0
18764,retired,married,basic.4y,no,no,yes,cellular,failure,60-70,1
18765,management,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
18766,entrepreneur,married,basic.4y,unknown,yes,no,cellular,nonexistent,40-50,1
18767,blue-collar,married,basic.9y,no,no,no,telephone,nonexistent,40-50,1
18768,management,single,university.degree,no,no,no,cellular,nonexistent,20-30,2
18769,services,married,high.school,no,no,yes,cellular,nonexistent,50-60,0
18770,technician,married,basic.9y,no,no,no,cellular,nonexistent,40-50,0
18771,unknown,married,high.school,unknown,no,no,telephone,nonexistent,40-50,0
18772,admin.,single,university.degree,no,no,yes,cellular,nonexistent,30-40,2
18773,student,single,basic.9y,no,no,no,cellular,failure,20-30,0
18774,management,married,basic.9y,no,no,no,telephone,nonexistent,40-50,1
18775,management,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
18776,blue-collar,married,basic.6y,unknown,yes,no,cellular,nonexistent,30-40,1
18777,admin.,single,professional.course,no,yes,no,telephone,nonexistent,40-50,2
18778,admin.,single,high.school,no,no,no,telephone,nonexistent,20-30,1
18779,entrepreneur,married,high.school,no,yes,no,telephone,failure,40-50,1
18780,services,divorced,basic.9y,no,yes,no,telephone,nonexistent,30-40,0
18781,blue-collar,married,basic.9y,no,yes,no,cellular,nonexistent,30-40,1
18782,blue-collar,married,basic.9y,unknown,yes,no,cellular,nonexistent,40-50,1
18783,admin.,married,high.school,no,no,yes,telephone,nonexistent,40-50,1
18784,technician,married,professional.course,no,yes,yes,cellular,success,40-50,0
18785,technician,single,professional.course,no,no,no,cellular,nonexistent,40-50,0
18786,blue-collar,single,basic.4y,no,no,no,telephone,nonexistent,30-40,1
18787,blue-collar,married,basic.4y,no,no,no,cellular,failure,50-60,1
18788,technician,divorced,high.school,no,yes,no,cellular,nonexistent,20-30,0
18789,unemployed,single,university.degree,no,no,yes,telephone,nonexistent,30-40,0
18790,technician,single,professional.course,no,yes,yes,cellular,nonexistent,30-40,0
18791,services,single,high.school,no,yes,yes,telephone,nonexistent,30-40,0
18792,admin.,married,high.school,no,yes,yes,cellular,nonexistent,50-60,1
18793,admin.,divorced,high.school,no,unknown,unknown,cellular,nonexistent,50-60,1
18794,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
18795,services,divorced,high.school,no,no,no,cellular,nonexistent,30-40,0
18796,services,married,high.school,no,no,no,telephone,nonexistent,40-50,0
18797,admin.,divorced,university.degree,no,yes,no,telephone,nonexistent,50-60,2
18798,management,married,university.degree,unknown,yes,no,telephone,nonexistent,50-60,2
18799,services,married,high.school,no,yes,yes,cellular,nonexistent,30-40,0
18800,admin.,married,basic.6y,no,yes,no,cellular,nonexistent,50-60,1
18801,management,single,university.degree,no,yes,no,telephone,nonexistent,30-40,2
18802,unemployed,married,basic.9y,no,yes,yes,cellular,nonexistent,50-60,0
18803,technician,married,professional.course,no,no,no,telephone,nonexistent,40-50,0
18804,admin.,married,unknown,no,no,no,cellular,nonexistent,40-50,2
18805,services,single,high.school,no,yes,no,cellular,nonexistent,30-40,0
18806,admin.,married,high.school,no,yes,no,telephone,nonexistent,50-60,1
18807,admin.,married,unknown,no,yes,yes,cellular,nonexistent,30-40,2
18808,admin.,single,university.degree,no,no,no,cellular,nonexistent,30-40,2
18809,admin.,single,high.school,no,unknown,unknown,cellular,failure,20-30,1
18810,technician,single,basic.9y,no,yes,no,telephone,nonexistent,40-50,0
18811,technician,single,university.degree,no,yes,no,cellular,nonexistent,30-40,0
18812,admin.,married,high.school,no,yes,yes,telephone,nonexistent,30-40,1
18813,admin.,married,university.degree,unknown,no,no,telephone,nonexistent,30-40,2
18814,blue-collar,married,high.school,no,yes,no,cellular,nonexistent,30-40,1
18815,services,married,professional.course,no,yes,no,telephone,nonexistent,40-50,0
18816,technician,single,university.degree,no,yes,yes,cellular,nonexistent,30-40,0
18817,admin.,married,university.degree,no,yes,no,cellular,nonexistent,50-60,2
18818,admin.,single,basic.6y,no,yes,no,telephone,failure,30-40,1
18819,admin.,single,university.degree,no,yes,no,telephone,nonexistent,40-50,2
18820,entrepreneur,married,university.degree,unknown,yes,no,cellular,nonexistent,40-50,2
18821,admin.,single,university.degree,unknown,yes,yes,cellular,nonexistent,50-60,2
18822,services,married,high.school,no,yes,yes,cellular,nonexistent,30-40,0
18823,blue-collar,single,basic.9y,unknown,no,no,cellular,nonexistent,40-50,1
18824,services,married,high.school,unknown,no,no,cellular,nonexistent,20-30,0
18825,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
18826,technician,married,professional.course,no,yes,no,cellular,nonexistent,20-30,0
18827,blue-collar,single,basic.9y,no,no,no,cellular,nonexistent,20-30,1
18828,admin.,married,university.degree,no,no,yes,cellular,failure,40-50,2
18829,management,married,university.degree,no,yes,no,cellular,nonexistent,50-60,2
18830,admin.,single,university.degree,no,yes,no,telephone,nonexistent,30-40,2
18831,technician,married,professional.course,no,yes,no,cellular,failure,50-60,0
18832,entrepreneur,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
18833,technician,married,professional.course,no,no,no,cellular,nonexistent,40-50,0
18834,technician,married,high.school,no,yes,no,cellular,nonexistent,40-50,0
18835,blue-collar,married,basic.9y,no,no,no,telephone,nonexistent,30-40,1
18836,self-employed,single,high.school,no,no,no,cellular,nonexistent,30-40,0
18837,admin.,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
18838,admin.,single,high.school,no,no,no,cellular,failure,30-40,1
18839,admin.,married,university.degree,unknown,yes,no,cellular,nonexistent,30-40,2
18840,admin.,married,basic.9y,no,no,no,cellular,nonexistent,50-60,1
18841,technician,single,high.school,no,no,no,cellular,nonexistent,20-30,0
18842,blue-collar,married,basic.9y,no,no,no,telephone,failure,30-40,1
18843,blue-collar,married,basic.4y,no,yes,no,cellular,nonexistent,40-50,1
18844,admin.,single,professional.course,no,yes,no,cellular,nonexistent,40-50,2
18845,admin.,single,university.degree,no,no,no,cellular,nonexistent,40-50,2
18846,admin.,married,high.school,no,no,no,telephone,nonexistent,40-50,1
18847,unemployed,single,university.degree,no,no,no,cellular,success,40-50,0
18848,self-employed,married,university.degree,no,yes,no,cellular,nonexistent,40-50,0
18849,admin.,single,university.degree,unknown,yes,no,cellular,nonexistent,20-30,2
18850,retired,married,basic.4y,no,no,yes,cellular,nonexistent,60-70,1
18851,retired,married,basic.4y,no,no,yes,cellular,nonexistent,70-80,1
18852,housemaid,married,basic.4y,no,no,no,cellular,nonexistent,30-40,1
18853,admin.,married,university.degree,no,yes,yes,cellular,nonexistent,40-50,2
18854,technician,single,professional.course,no,yes,yes,cellular,nonexistent,20-30,0
18855,blue-collar,married,basic.4y,no,yes,no,telephone,nonexistent,40-50,1
18856,technician,single,high.school,no,no,no,cellular,nonexistent,20-30,0
18857,unemployed,married,university.degree,no,yes,no,cellular,nonexistent,40-50,0
18858,admin.,single,university.degree,unknown,no,no,cellular,nonexistent,20-30,2
18859,blue-collar,married,basic.4y,no,no,no,cellular,nonexistent,40-50,1
18860,blue-collar,married,basic.9y,unknown,no,no,telephone,nonexistent,50-60,1
18861,management,married,university.degree,no,yes,no,cellular,nonexistent,50-60,2
18862,management,married,university.degree,no,yes,yes,cellular,nonexistent,30-40,2
18863,blue-collar,married,basic.4y,no,yes,no,cellular,nonexistent,30-40,1
18864,student,single,high.school,no,yes,no,cellular,success,20-30,0
18865,housemaid,married,basic.4y,no,yes,no,cellular,failure,60-70,1
18866,student,single,high.school,no,no,no,cellular,failure,20-30,0
18867,retired,single,basic.4y,unknown,no,no,telephone,nonexistent,50-60,1
18868,blue-collar,married,basic.9y,no,no,no,telephone,nonexistent,30-40,1
18869,self-employed,married,university.degree,no,yes,no,cellular,nonexistent,30-40,0
18870,technician,married,professional.course,no,yes,no,cellular,nonexistent,40-50,0
18871,admin.,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
18872,management,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
18873,admin.,single,high.school,no,no,no,cellular,nonexistent,20-30,1
18874,admin.,married,high.school,no,no,no,cellular,nonexistent,20-30,1
18875,blue-collar,married,basic.4y,no,no,no,telephone,nonexistent,30-40,1
18876,admin.,single,university.degree,no,no,no,cellular,nonexistent,40-50,2
18877,services,married,professional.course,no,no,no,telephone,nonexistent,30-40,0
18878,self-employed,married,professional.course,no,no,no,cellular,nonexistent,40-50,0
18879,management,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
18880,blue-collar,married,basic.6y,no,yes,no,cellular,failure,30-40,1
18881,blue-collar,married,basic.4y,unknown,no,no,cellular,nonexistent,50-60,1
18882,unemployed,divorced,university.degree,unknown,yes,no,cellular,failure,50-60,0
18883,admin.,single,university.degree,no,yes,no,telephone,nonexistent,30-40,2
18884,technician,married,basic.9y,no,no,no,cellular,nonexistent,30-40,0
18885,technician,single,professional.course,no,yes,yes,cellular,nonexistent,30-40,0
18886,entrepreneur,married,high.school,no,yes,yes,cellular,nonexistent,40-50,1
18887,unemployed,married,university.degree,no,no,no,telephone,nonexistent,30-40,0
18888,admin.,single,university.degree,no,yes,no,cellular,nonexistent,20-30,2
18889,blue-collar,married,high.school,no,no,no,telephone,nonexistent,30-40,1
18890,blue-collar,divorced,high.school,no,no,no,telephone,nonexistent,50-60,1
18891,admin.,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
18892,admin.,single,university.degree,no,no,no,cellular,nonexistent,40-50,2
18893,blue-collar,married,basic.4y,no,no,yes,telephone,nonexistent,50-60,1
18894,management,single,university.degree,no,no,no,cellular,success,30-40,2
18895,technician,married,professional.course,unknown,no,no,telephone,nonexistent,50-60,0
18896,blue-collar,married,basic.9y,unknown,yes,yes,cellular,nonexistent,30-40,1
18897,blue-collar,married,basic.6y,unknown,no,yes,cellular,nonexistent,30-40,1
18898,blue-collar,married,basic.9y,no,yes,no,cellular,failure,40-50,1
18899,admin.,married,university.degree,no,yes,yes,cellular,nonexistent,40-50,2
18900,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
18901,admin.,married,university.degree,no,no,yes,cellular,nonexistent,50-60,2
18902,admin.,single,university.degree,unknown,yes,no,telephone,nonexistent,40-50,2
18903,admin.,single,high.school,no,yes,no,telephone,nonexistent,30-40,1
18904,services,married,high.school,no,no,yes,cellular,nonexistent,30-40,0
18905,admin.,single,basic.9y,no,no,no,cellular,nonexistent,30-40,1
18906,blue-collar,married,high.school,unknown,no,no,telephone,nonexistent,30-40,1
18907,admin.,divorced,high.school,unknown,no,yes,telephone,nonexistent,30-40,1
18908,technician,married,professional.course,unknown,yes,no,telephone,nonexistent,50-60,0
18909,management,married,university.degree,no,unknown,unknown,cellular,failure,40-50,2
18910,admin.,married,university.degree,no,yes,no,cellular,success,40-50,2
18911,admin.,married,university.degree,no,no,no,telephone,nonexistent,30-40,2
18912,technician,single,university.degree,no,yes,no,telephone,nonexistent,20-30,0
18913,student,single,high.school,unknown,no,no,cellular,failure,20-30,0
18914,services,single,high.school,no,yes,no,telephone,nonexistent,40-50,1
18915,unemployed,married,professional.course,no,yes,no,cellular,nonexistent,30-40,0
18916,management,married,university.degree,no,yes,yes,cellular,failure,30-40,2
18917,services,single,high.school,no,no,no,telephone,nonexistent,20-30,0
18918,admin.,single,high.school,no,no,no,telephone,nonexistent,40-50,1
18919,services,single,high.school,no,yes,no,cellular,nonexistent,20-30,0
18920,admin.,divorced,university.degree,no,yes,no,telephone,nonexistent,40-50,2
18921,technician,married,basic.6y,no,no,no,cellular,nonexistent,50-60,0
18922,blue-collar,married,basic.9y,no,no,no,telephone,nonexistent,30-40,1
18923,technician,married,high.school,no,yes,no,cellular,nonexistent,30-40,0
18924,admin.,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
18925,admin.,single,university.degree,no,yes,yes,telephone,nonexistent,20-30,2
18926,retired,married,high.school,unknown,no,no,telephone,nonexistent,50-60,1
18927,admin.,single,university.degree,no,yes,yes,cellular,failure,30-40,2
18928,admin.,married,basic.9y,no,no,no,telephone,nonexistent,50-60,1
18929,admin.,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
18930,entrepreneur,divorced,unknown,no,no,yes,cellular,failure,50-60,2
18931,admin.,divorced,high.school,no,no,no,telephone,nonexistent,40-50,1
18932,entrepreneur,married,basic.4y,unknown,no,no,cellular,nonexistent,50-60,1
18933,services,married,basic.9y,no,no,no,telephone,nonexistent,20-30,0
18934,blue-collar,married,basic.9y,no,no,no,cellular,nonexistent,30-40,1
18935,self-employed,single,university.degree,no,no,yes,telephone,nonexistent,30-40,0
18936,retired,divorced,unknown,unknown,no,no,cellular,failure,90-100,2
18937,admin.,married,university.degree,unknown,no,yes,telephone,nonexistent,40-50,2
18938,unemployed,married,basic.4y,no,no,no,cellular,nonexistent,50-60,0
18939,services,married,high.school,no,yes,no,telephone,nonexistent,20-30,0
18940,management,married,basic.9y,no,yes,no,telephone,nonexistent,50-60,1
18941,entrepreneur,married,professional.course,unknown,yes,no,cellular,failure,30-40,2
18942,admin.,married,university.degree,unknown,yes,no,cellular,nonexistent,50-60,2
18943,entrepreneur,married,basic.9y,no,no,no,telephone,nonexistent,40-50,1
18944,housemaid,married,basic.4y,no,no,no,cellular,nonexistent,60-70,1
18945,admin.,single,university.degree,no,yes,yes,cellular,nonexistent,40-50,2
18946,blue-collar,single,high.school,no,no,no,telephone,nonexistent,30-40,1
18947,housemaid,married,basic.4y,no,no,no,cellular,nonexistent,30-40,1
18948,services,married,professional.course,no,no,no,telephone,nonexistent,40-50,0
18949,admin.,married,high.school,no,no,no,telephone,nonexistent,20-30,1
18950,unknown,married,unknown,no,yes,yes,cellular,nonexistent,40-50,0
18951,technician,single,professional.course,no,no,no,telephone,nonexistent,30-40,0
18952,entrepreneur,married,basic.6y,no,yes,yes,telephone,nonexistent,30-40,1
18953,admin.,married,basic.9y,unknown,no,no,telephone,nonexistent,50-60,1
18954,services,married,high.school,unknown,yes,yes,cellular,nonexistent,40-50,0
18955,technician,single,university.degree,no,yes,no,telephone,failure,20-30,0
18956,admin.,single,university.degree,no,no,yes,cellular,nonexistent,30-40,2
18957,student,single,basic.9y,no,no,yes,cellular,failure,20-30,0
18958,technician,single,professional.course,no,yes,no,cellular,nonexistent,30-40,0
18959,technician,single,basic.9y,no,yes,no,cellular,failure,20-30,0
18960,blue-collar,married,unknown,unknown,no,no,telephone,nonexistent,40-50,2
18961,blue-collar,married,basic.9y,no,yes,no,cellular,failure,30-40,1
18962,admin.,single,university.degree,no,no,no,cellular,nonexistent,40-50,2
18963,management,married,basic.6y,no,yes,yes,cellular,nonexistent,40-50,1
18964,entrepreneur,married,basic.9y,unknown,no,no,telephone,nonexistent,40-50,1
18965,admin.,single,high.school,unknown,yes,no,cellular,nonexistent,30-40,1
18966,admin.,married,high.school,no,no,no,cellular,nonexistent,30-40,1
18967,retired,married,unknown,no,yes,yes,cellular,nonexistent,70-80,2
18968,admin.,single,university.degree,no,no,yes,cellular,nonexistent,30-40,2
18969,blue-collar,married,basic.6y,unknown,yes,no,cellular,nonexistent,30-40,1
18970,admin.,married,university.degree,unknown,yes,no,telephone,failure,40-50,2
18971,technician,single,professional.course,no,no,no,cellular,failure,20-30,0
18972,management,single,university.degree,no,yes,no,telephone,nonexistent,20-30,2
18973,services,single,basic.9y,no,no,no,telephone,nonexistent,20-30,0
18974,housemaid,married,basic.4y,unknown,yes,no,telephone,nonexistent,40-50,1
18975,blue-collar,single,basic.9y,unknown,yes,no,cellular,nonexistent,30-40,1
18976,self-employed,married,basic.4y,unknown,no,no,cellular,nonexistent,40-50,1
18977,technician,married,high.school,no,no,no,cellular,nonexistent,20-30,0
18978,admin.,married,high.school,no,no,no,cellular,nonexistent,30-40,1
18979,management,married,basic.9y,no,yes,no,telephone,nonexistent,40-50,1
18980,admin.,single,university.degree,no,no,no,cellular,failure,20-30,2
18981,entrepreneur,married,university.degree,no,no,yes,cellular,nonexistent,40-50,2
18982,blue-collar,married,professional.course,unknown,no,yes,cellular,nonexistent,50-60,2
18983,admin.,single,professional.course,no,yes,no,cellular,nonexistent,20-30,2
18984,services,married,high.school,no,no,no,cellular,failure,40-50,0
18985,management,single,university.degree,no,yes,no,cellular,failure,30-40,2
18986,management,married,university.degree,no,no,no,telephone,nonexistent,40-50,2
18987,blue-collar,married,professional.course,no,no,no,telephone,nonexistent,40-50,2
18988,entrepreneur,married,high.school,no,no,no,cellular,nonexistent,60-70,1
18989,blue-collar,married,illiterate,unknown,no,no,telephone,nonexistent,40-50,2
18990,technician,single,university.degree,no,yes,no,cellular,failure,30-40,0
18991,services,divorced,high.school,no,unknown,unknown,telephone,nonexistent,40-50,0
18992,unemployed,married,university.degree,no,yes,yes,cellular,nonexistent,30-40,0
18993,services,divorced,basic.9y,no,no,no,cellular,nonexistent,30-40,0
18994,admin.,married,university.degree,unknown,no,no,cellular,nonexistent,50-60,2
18995,admin.,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
18996,student,single,unknown,no,yes,no,cellular,failure,0-20,0
18997,technician,married,basic.9y,no,yes,no,cellular,nonexistent,20-30,0
18998,admin.,single,high.school,no,no,no,cellular,nonexistent,30-40,1
18999,unemployed,single,high.school,unknown,yes,no,telephone,nonexistent,20-30,0
19000,admin.,divorced,basic.9y,no,yes,yes,cellular,nonexistent,40-50,1
19001,technician,single,university.degree,no,yes,yes,cellular,nonexistent,30-40,0
19002,management,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
19003,technician,single,professional.course,no,yes,no,telephone,nonexistent,20-30,0
19004,services,single,high.school,no,yes,no,telephone,failure,30-40,0
19005,technician,single,high.school,no,no,no,cellular,failure,20-30,0
19006,student,single,high.school,no,yes,yes,cellular,success,20-30,0
19007,blue-collar,married,basic.9y,no,yes,no,telephone,nonexistent,50-60,1
19008,blue-collar,married,high.school,unknown,no,no,telephone,nonexistent,40-50,1
19009,admin.,married,university.degree,no,yes,yes,cellular,nonexistent,30-40,2
19010,housemaid,single,basic.4y,unknown,unknown,unknown,cellular,failure,30-40,1
19011,technician,single,high.school,no,yes,no,cellular,nonexistent,20-30,0
19012,blue-collar,married,unknown,no,yes,no,cellular,failure,40-50,2
19013,technician,single,professional.course,no,yes,no,cellular,nonexistent,30-40,0
19014,technician,single,professional.course,unknown,no,no,telephone,nonexistent,40-50,0
19015,admin.,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
19016,admin.,married,high.school,unknown,yes,no,telephone,nonexistent,30-40,1
19017,technician,married,professional.course,unknown,yes,no,telephone,nonexistent,40-50,0
19018,management,married,basic.9y,no,yes,no,telephone,nonexistent,30-40,1
19019,technician,divorced,university.degree,no,yes,no,telephone,nonexistent,40-50,0
19020,management,married,university.degree,no,yes,yes,telephone,nonexistent,30-40,2
19021,technician,married,professional.course,no,no,no,cellular,nonexistent,40-50,0
19022,self-employed,married,basic.9y,unknown,yes,yes,telephone,nonexistent,50-60,0
19023,housemaid,married,professional.course,unknown,no,no,telephone,nonexistent,40-50,2
19024,admin.,single,professional.course,no,no,no,telephone,nonexistent,20-30,2
19025,unemployed,divorced,university.degree,unknown,yes,yes,telephone,nonexistent,50-60,0
19026,admin.,divorced,university.degree,no,yes,no,cellular,success,40-50,2
19027,services,divorced,basic.9y,no,no,no,cellular,nonexistent,50-60,0
19028,blue-collar,married,basic.9y,no,no,no,telephone,nonexistent,30-40,1
19029,admin.,married,high.school,no,no,yes,telephone,nonexistent,40-50,1
19030,blue-collar,married,unknown,unknown,yes,no,telephone,nonexistent,40-50,2
19031,blue-collar,married,professional.course,no,no,no,telephone,nonexistent,30-40,2
19032,blue-collar,married,basic.4y,unknown,yes,no,telephone,nonexistent,50-60,1
19033,entrepreneur,married,university.degree,no,yes,yes,telephone,nonexistent,20-30,2
19034,blue-collar,married,basic.9y,unknown,yes,no,telephone,nonexistent,40-50,1
19035,blue-collar,married,basic.9y,no,yes,no,telephone,nonexistent,30-40,1
19036,admin.,single,high.school,no,yes,no,cellular,nonexistent,30-40,1
19037,admin.,single,university.degree,no,no,no,telephone,nonexistent,30-40,2
19038,blue-collar,married,basic.4y,unknown,yes,no,cellular,nonexistent,40-50,1
19039,self-employed,married,basic.4y,unknown,no,no,telephone,nonexistent,30-40,1
19040,technician,married,unknown,no,yes,no,telephone,nonexistent,40-50,0
19041,unemployed,married,basic.9y,unknown,yes,no,telephone,nonexistent,40-50,0
19042,blue-collar,single,high.school,no,no,no,telephone,nonexistent,40-50,1
19043,retired,married,basic.9y,unknown,no,no,cellular,nonexistent,50-60,1
19044,technician,married,professional.course,no,no,no,cellular,nonexistent,30-40,0
19045,technician,married,professional.course,no,no,no,telephone,nonexistent,30-40,0
19046,management,single,basic.9y,no,no,no,cellular,nonexistent,30-40,1
19047,blue-collar,married,basic.6y,no,no,no,cellular,nonexistent,30-40,1
19048,entrepreneur,married,basic.4y,no,yes,no,telephone,nonexistent,40-50,1
19049,technician,married,professional.course,no,no,no,cellular,nonexistent,30-40,0
19050,technician,married,university.degree,no,no,no,cellular,nonexistent,30-40,0
19051,blue-collar,married,basic.4y,no,no,no,cellular,nonexistent,40-50,1
19052,housemaid,married,basic.6y,unknown,no,no,cellular,failure,30-40,1
19053,technician,single,university.degree,no,no,yes,cellular,nonexistent,30-40,0
19054,admin.,married,university.degree,no,yes,no,cellular,nonexistent,20-30,2
19055,technician,single,university.degree,no,yes,yes,cellular,nonexistent,30-40,0
19056,blue-collar,married,basic.9y,no,no,no,cellular,nonexistent,30-40,1
19057,technician,married,professional.course,no,yes,no,cellular,nonexistent,30-40,0
19058,blue-collar,married,basic.4y,no,yes,yes,cellular,nonexistent,30-40,1
19059,blue-collar,married,basic.9y,no,yes,no,cellular,nonexistent,40-50,1
19060,retired,married,basic.4y,no,yes,yes,cellular,failure,70-80,1
19061,retired,married,basic.4y,no,yes,yes,telephone,nonexistent,50-60,1
19062,services,divorced,high.school,no,no,no,telephone,nonexistent,30-40,0
19063,retired,married,unknown,no,yes,yes,cellular,failure,60-70,2
19064,admin.,married,high.school,no,no,no,telephone,nonexistent,40-50,1
19065,admin.,single,unknown,no,yes,no,cellular,nonexistent,30-40,2
19066,technician,married,professional.course,no,yes,no,cellular,failure,30-40,0
19067,blue-collar,single,professional.course,no,yes,no,cellular,nonexistent,30-40,2
19068,blue-collar,married,basic.6y,unknown,yes,no,cellular,nonexistent,30-40,1
19069,management,single,high.school,no,no,no,telephone,nonexistent,30-40,1
19070,self-employed,married,university.degree,no,yes,no,telephone,failure,20-30,0
19071,admin.,single,high.school,no,no,no,cellular,nonexistent,20-30,1
19072,technician,married,university.degree,no,no,no,cellular,nonexistent,40-50,0
19073,admin.,married,university.degree,unknown,no,no,telephone,nonexistent,30-40,2
19074,blue-collar,married,basic.4y,unknown,no,no,telephone,nonexistent,30-40,1
19075,technician,single,professional.course,no,no,no,cellular,nonexistent,20-30,0
19076,admin.,divorced,professional.course,no,yes,no,telephone,failure,50-60,2
19077,admin.,single,high.school,no,yes,no,cellular,nonexistent,20-30,1
19078,services,single,unknown,no,no,yes,cellular,nonexistent,30-40,0
19079,housemaid,married,basic.4y,unknown,yes,no,cellular,nonexistent,40-50,1
19080,services,married,basic.6y,unknown,yes,no,telephone,nonexistent,30-40,1
19081,services,divorced,professional.course,no,yes,no,telephone,nonexistent,40-50,0
19082,services,married,high.school,unknown,yes,no,cellular,nonexistent,40-50,1
19083,retired,married,basic.4y,unknown,no,no,telephone,nonexistent,50-60,1
19084,blue-collar,married,basic.4y,unknown,no,no,telephone,nonexistent,40-50,1
19085,blue-collar,single,basic.9y,no,yes,yes,cellular,nonexistent,20-30,1
